Address,Timestamp,Url,Name,Txns,Verified,TokenTracker,Site
 0x3b5070cfc75a546cba5fe8a29f1f3032cd6e0e33,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x3b5070cfc75a546cba5fe8a29f1f3032cd6e0e33#code,FEGNITRO,2,3/4/2021,FEG (NITRO),
 0x4fc4633c7ea16949ba93c8d7bc58eb4092d6e996,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x4fc4633c7ea16949ba93c8d7bc58eb4092d6e996#code,CRO,4,3/4/2021,Crock Finance (CRO),
 0x4e9ce0d15f432a6fdef2e8366edf0b2dec0d0964,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x4e9ce0d15f432a6fdef2e8366edf0b2dec0d0964#code,SUPR,11,3/4/2021,SUPR.FINANCE (SUPR),
 0x37cb7b64f8e398fc9b6f7ac2dbcec77a25b385be,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x37cb7b64f8e398fc9b6f7ac2dbcec77a25b385be#code,BEP20Token,1,3/4/2021,Melanin Coin (MELA),
 0xC49fCe8A4211e58F1C891534ae5Db29bea4f1a3a,2021-03-05 03:44:28.158547,https://bscscan.com/address/0xC49fCe8A4211e58F1C891534ae5Db29bea4f1a3a#code,ArsenicToken,2,3/4/2021,Arsenic (As),
 0xfdfb685346b4b5551c897688a41484c9259953a1,2021-03-05 03:44:28.158547,https://bscscan.com/address/0xfdfb685346b4b5551c897688a41484c9259953a1#code,SUPR,1,3/4/2021,SUPR.FINANCE (SUPR),
 0xbceefd1102c05d4d5dfc242d26e170caf530fc59,2021-03-05 03:44:28.158547,https://bscscan.com/address/0xbceefd1102c05d4d5dfc242d26e170caf530fc59#code,PUMPS_TOKEN,4,3/4/2021,PUMPED.FINANCE (PUMPS),
 0xf2511b5e4fb0e5e2d123004b672ba14850478c14,2021-03-05 03:44:28.158547,https://bscscan.com/address/0xf2511b5e4fb0e5e2d123004b672ba14850478c14#code,LPToken,151,3/4/2021,Nerve 3pool LP (3NRV-LP),
 0x25c8a6d651f62accb9c31793633328b24c9da5ea,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x25c8a6d651f62accb9c31793633328b24c9da5ea#code,BEP20Token,2,3/4/2021,unifyre.io (UNI),
 0x5542e519dd92bd95a4294fbfaf33787eddfa49f4,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x5542e519dd92bd95a4294fbfaf33787eddfa49f4#code,CODA,8,3/4/2021,Coda Finance (CODA),
 0x60DE5F9386b637Fe97aF1CC05F25548E9BAAee19,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x60DE5F9386b637Fe97aF1CC05F25548E9BAAee19#code,DeepLock,1,3/4/2021,DeepLock (DEEP),
 0x200532c7aecc46a940d0643b7fe826f1de765842,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x200532c7aecc46a940d0643b7fe826f1de765842#code,BEP20Token,4,3/4/2021,t.me/cops_finance (COPS),
 0x39c6bc7434dbf1a4fd927e0350905a47ca0fa0d3,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x39c6bc7434dbf1a4fd927e0350905a47ca0fa0d3#code,DEEP,3,3/4/2021,Deep Finance (DEEP),
 0xd9a565a4f0ba508f468602785ad557b4943265f5,2021-03-05 03:44:28.158547,https://bscscan.com/address/0xd9a565a4f0ba508f468602785ad557b4943265f5#code,PETALITE,7,3/4/2021,PETALITE.FINANCE (PET),
 0x6d0e1A696C927B8d403144F6bBe3080637488ae7,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x6d0e1A696C927B8d403144F6bBe3080637488ae7#code,HonorBar,3,3/4/2021,HonorBar Token (HONOR),
 0xC36649fF473e0a558eC50b0F8ce650940B9BA701,2021-03-05 03:44:28.158547,https://bscscan.com/address/0xC36649fF473e0a558eC50b0F8ce650940B9BA701#code,KnightToken,25,3/4/2021,KnightSwap Token (KNIGHT),
 0x702f22C4397c000Aa828F52a0e70B087A6Fe5DD1,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x702f22C4397c000Aa828F52a0e70B087A6Fe5DD1#code,BULLToken,2,3/4/2021,Bull Finance (BULL),
 0x636015E62b9dE78D164a48454BaD727Ea3640a60,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x636015E62b9dE78D164a48454BaD727Ea3640a60#code,HelloBEP20,6,3/4/2021,Offy Delivered LTD (OFFY),
 0xab17fc14a1804b34fd67b67efcc986d425e94e02,2021-03-05 03:44:28.158547,https://bscscan.com/address/0xab17fc14a1804b34fd67b67efcc986d425e94e02#code,NLQToken,3,3/4/2021,NowLiquidity (NLQ),
 0x2ada862d803b8b734b937843f8f76609310f3da7,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x2ada862d803b8b734b937843f8f76609310f3da7#code,GobiCoin,1,3/4/2021,Gobi Coin (GBC),
 0x0ae95d1645bcd6a85d61ffdb26eaff8c7462d6b7,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x0ae95d1645bcd6a85d61ffdb26eaff8c7462d6b7#code,BEP20Token,2,3/4/2021,Meow Token (Meow),
 0x61e09eC57A5fcA440b9F6F024De668dafaA3ffa7,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x61e09eC57A5fcA440b9F6F024De668dafaA3ffa7#code,AmazingBEP20,1,3/4/2021,SIGN.NET (SIGN),
 0x178a5bfcbb80db82f54aeba1c7061828ee7046e4,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x178a5bfcbb80db82f54aeba1c7061828ee7046e4#code,BEP20Token,15,3/4/2021,Buffalo Finance (BUFF),http://Buffalo.finance
 0xbdb1c880904b39a009da0c7a12dc9d029c1f1c60,2021-03-05 03:44:28.158547,https://bscscan.com/address/0xbdb1c880904b39a009da0c7a12dc9d029c1f1c60#code,BEP20Token,4,3/4/2021,copsfinance.com (COPS),
 0x59834173cf65bac6b3a44079c11e7b613b5c09b6,2021-03-05 03:44:28.158547,https://bscscan.com/address/0x59834173cf65bac6b3a44079c11e7b613b5c09b6#code,utile,4,3/4/2021,utile-network.com (UTL),
